N°_dépôt;N°_caisse;Localité;Année;N°_cantonal;Lieu-dit;N°_terrain;Récolement_LM_2021;Matière;Caractéristique;Description_de_l'objet;Ramassage_surface;Déblais;N°_couche;Situation;Altitude;Loc_Nord;Loc_Sud;N°_structure;N°_décapage;UF;Date_découverte;Période_culturelle;Datation;Année_de_restauration;Etat_de_conservation;N°_Photos_DE;Fiche_ITMS_oui;Fiche_ITMS_non;Publication;Dessin_(+_échelle);Inventorier_le,_par_Nom_/_date;Envoi_MR;Remarque_restauration;Retour_MR;Remarque
Spira;33;CHE;2012;7997;BR;992;x;lit;sil;lame coritcale ?;;;4;-;;;;;;C7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;7998;BR;993;x;lit;sil;1 éclat;;;3;milieu;;;;;;C7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;7999;BR;2059;x;lit;sil;1 éclat;;;4;préparation coupe;;;;;;C7;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8000;BR;1172;x;lit;sil;fragment lame ?;;;4;;;;;;;C8;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8001;BR;1173;x;lit;sil; nucléus;;;4;;;;;;;C8;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8002;BR;1174;x;lit;sil;éclat;;;3;;;;;;;C8;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8003;BR;1175;x;lit;sil;fragment lamelle;;;4;;;;;;;C8;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8004;BR;1176;x;lit;sil;fragment lamelle;;;3;base;;;;;;C8;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8005;BR;1177;x;lit;sil;lame à tronquatures;;;4;;;;;;;C8;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8006;BR;1182;x;lit;sil;éclat;;;4;;;;;;;C9;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8007;BR;1183;x;lit;sil;éclat;;;3;base;;;;;;C9;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8008;BR;1184;x;lit;sil;éclat;;;3;base;;;;;;C9;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8009;BR;1185;x;lit;sil;segment de cercle ;;;4;;;;;;;C9;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8010;BR;1186;x;lit;sil;éclat cortical;;;4;;;;;;;C9;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8011;BR;1192;x;lit;sil;éclat de chaille;;;3;base;;;;;;C10;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8012;BR;1193;x;lit;sil;éclat cortical;;;3;base;;;;;;C10;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8013;BR;3468;x;lit;sil;éclat cortical ;;;4;sommet;;;;;;C10;20.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8014;BR;3744;x;lit;sil;éclat;;;2.3;;;;;;;C11;27.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8015;BR;3744;x;lit;sil;esquille ;;;2.3;;;;;;;C11;27.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8016;BR;3746;x;lit;sil;éclat cortical;;;4;;;;;;;C11;27.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8017;BR;3747;x;lit;sil;minuscule éclat;;;4;;;;;;;C11;27.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8018;BR;3747;x;lit;sil;minuscule éclat;;;4;;;;;;;C11;27.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8019;BR;315;x;lit;sil;éclat retouché;;;3;base;;;;;;D2;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8020;BR;315;x;lit;sil;fragment de lamelle;;;3;base;;;;;;D2;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8021;BR;315;x;lit;sil;fragment de lamelle;;;3;base;;;;;;D2;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8022;BR;315;x;lit;sil;lame corticale;;;3;base;;;;;;D2;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8023;BR;315;x;lit;sil;éclat cortical;;;3;base;;;;;;D2;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8024;BR;315;x;lit;sil;éclat cortical;;;3;base;;;;;;D2;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8025;BR;315;x;lit;sil;éclat cortical;;;3;base;;;;;;D2;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8026;BR;315;x;lit;sil;éclat;;;3;base;;;;;;D2;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8027;BR;154;x;lit;sil;nucléus;;;3;base;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8028;BR;154;x;lit;sil;éclat nucléus;;;3;base;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8029;BR;155;x;lit;sil;éclat cortical;;;3;base;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8030;BR;155;x;lit;sil;lame retouchée ?;;;3;base;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8031;BR;156;x;lit;sil;éclat;;;3;base;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8032;BR;156;x;lit;sil;éclat cortical;;;3;base;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8033;BR;156;x;lit;sil;éclat retouché;;;3;base;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8034;BR;157;x;lit;sil;éclat cortical;;;3;milieu;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8035;BR;157;x;lit;sil;éclat;;;3;milieu;;;;;;D3;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8036;BR;162;x;lit;sil;éclat;;;3;base;;;;;;D4;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8037;BR;162;x;lit;sil;éclat;;;3;base;;;;;;D4;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8038;BR;251;x;lit;sil;lame retouchée à tronquature;;;3;base;;;;;;D5;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8039;BR;252;x;lit;sil;lame corticale;;;3;base;;;;;;D5;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8040;BR;252;x;lit;sil;fragment de lamelle;;;3;base;;;;;;D5;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8041;BR;252;x;lit;sil;fragment de lamelle;;;3;base;;;;;;D5;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8042;BR;252;x;lit;sil;éclat cortical;;;3;base;;;;;;D5;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8043;BR;252;x;lit;sil;éclat;;;3;base;;;;;;D5;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8044;BR;252;x;lit;sil;éclat;;;3;base;;;;;;D5;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8045;BR;253;x;lit;sil;nucléus;;;3;milieu;;;;;;D5;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8046;BR;163;x;lit;sil;silex éclat;;;2;-;;;;;;D6;10.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8047;BR;330;x;lit;sil;fragment lamelle;;;3;base;;;;;;D6;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8048;BR;330;x;lit;sil;fragment lamelle;;;3;base;;;;;;D6;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8049;BR;330;x;lit;sil;éclat cortical;;;3;base;;;;;;D6;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8050;BR;330;x;lit;sil;éclat;;;3;base;;;;;;D6;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8051;BR;330;x;lit;sil;éclat;;;3;base;;;;;;D6;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8052;BR;1202;x;lit;sil;éclat cortical à encoche;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8053;BR;1202;x;lit;sil;éclat cortical;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8054;BR;1202;x;lit;sil;éclat cortical;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8055;BR;1202;x;lit;sil;esquille;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8056;BR;1202;x;lit;sil;esquille;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8057;BR;1203;x;lit;sil;fragment de lame;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8058;BR;1204;x;lit;sil;nucléus;;;3;base;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8059;BR;1204;x;lit;sil;esquille;;;3;base;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8060;BR;1205;x;lit;sil;éclat à encoche;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8061;BR;1206;x;lit;sil;nucléus;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8062;BR;1207;x;lit;sil;éclat cortical;;;3;base;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8063;BR;1208;x;lit;sil;éclat cortical retouché;;;3;base;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8064;BR;1209;x;lit;sil;nucléus;;;3;milieu;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8065;BR;1210;x;lit;sil;éclat cortical;;;4;;;;;;;D7;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8066;BR;751;x;lit;sil;nucléus;;;3;haut;;;;;;D8;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8067;BR;752;x;lit;sil;lamelle;;;3;base;;;;;;D8;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8068;BR;758;x;lit;sil;triangle scalène;;;3;base;;;;;;D8;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8069;BR;759;x;lit;sil;éclat cortical;;;4;;;;;;;D8;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8070;BR;760;x;lit;sil;éclat cortical;;;4;;;;;;;D8;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8071;BR;772;x;lit;sil;éclat cortical;;;3;base;;;;;;D9;23.05;;;;;;;;;;;;;;
Spira;33;CHE;2012;8072;BR;773;x;lit;sil;fragment de lame retouchée;;;4;;;;;;;D9;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8073;BR;774;x;lit;sil;éclat;;;3;base;;;;;;D9;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8074;BR;774;x;lit;sil;fragment de lame;;;3;base;;;;;;D9;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8075;BR;774;x;lit;sil;fragment de lame;;;3;base;;;;;;D9;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8076;BR;775;x;lit;sil;éclat;;;3;sommet;;;;;;D9;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8077;BR;786;x;lit;sil;lame tronquée;;;3;base;;;;;;D10;22.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8078;BR;787;x;lit;sil;grattoirf sur éclat cortical;;;3;base;;;;;;D10;22.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8079;BR;788;x;lit;sil;éclat cortical;;;3;milieu;;;;;;D10;22.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8080;BR;3730;x;lit;sil;éclat;;;4;;;;;;;D11;21.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8081;BR;1530;x;lit;sil;1 éclat;;;3;milieu;;;;;;E2;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8082;BR;2083;x;lit;sil;éclat corticlal lamélaire;;;3;milieu;;;;;;E2;6.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8084;BR;1496;x;lit;sil;éclat;;;4;;;;;;;E3;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8085;BR;1497;x;lit;sil;éclat;;;3;base;;;;;;E3;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8086;BR;1498;x;lit;sil;éclat cortical retouché;;;4;;;;;;;E3;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8087;BR;1499;x;lit;sil;lame corticale retouchée;;;3;base;;;;;;E3;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8088;BR;1500;x;lit;sil;éclat cortical;;;3;base;;;;;;E3;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8089;BR;1501;x;lit;sil;éclat cortical;;;4;;;;;;;E3;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8090;BR;2094;x;lit;sil;éclat  ;;;3;base;;;;;;E3;6.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8091;BR;2094;x;lit;sil;éclat;;;3;base;;;;;;E3;6.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8092;BR;1420;x;lit;sil;esquille;;;3;milieu;;;;;;E4;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8093;BR;1421;x;lit;sil;lamelle;;;3;base;;;;;;E4;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8094;BR;1422;x;lit;sil;éclat;;;3;milieu;;;;;;E4;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8095;BR;2011;x;lit;sil;fragment lame Montbani;;;3;base;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8096;BR;2012;x;lit;sil;nucléus;;;3;base;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8097;BR;1911;x;lit;sil;lamelle;;;3;base;;;;;;E5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8098;BR;1911;x;lit;sil;fragment lamelle  ;;;3;base;;;;;;E5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8099;BR;1911;x;lit;sil;esquille corticale;;;3;base;;;;;;E5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8100;BR;1911;x;lit;sil;esquille corticale;;;3;base;;;;;;E5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8101;BR;1920;x;lit;sil;nucléus;;;3;sommet;;;;;;E5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8102;BR;1482;x;lit;sil;1 éclat;;;4;;;;;;;E6;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8103;BR;1585;x;lit;sil;1 nucléus;;;4;;;;;;;E7;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8104;BR;2270;x;lit;sil;éclat cortical;;;3;base;;;;;;E7;13.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8105;BR;2270;x;lit;sil;pointe à retouches denticulées sur 1 côté;;;3;base;;;;;;E7;13.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8106;BR;1214;x;lit;sil;chaillle;;;3;base;;;;;;E8;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8107;BR;1215;x;lit;sil;éclat;;;3;base;;;;;;E8;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8108;BR;812;x;lit;sil;éclat cortical;;;3;base;;;;;;E10;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8109;BR;2075;x;lit;sil;grattoir unguiforme;;;3;base;;;;;;F2;6.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8110;BR;1995;x;lit;sil;éclat cortical;;;3;milieu;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8111;BR;1995;x;lit;sil;éclat lamélaire;;;3;milieu;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8112;BR;1996;x;lit;sil;nucléus;;;3;base;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8113;BR;1996;x;lit;sil;éclat;;;3;base;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8114;BR;1996;x;lit;sil;éclat;;;3;base;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8115;BR;1996;x;lit;sil;éclat;;;3;base;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8116;BR;1996;x;lit;sil;éclat cortical;;;3;base;;;;;;F4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8117;BR;1941;x;lit;sil;éclat cortical à encoche ?;;;3;base;;;;;;F5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8118;BR;1941;x;lit;sil;éclat;;;3;base;;;;;;F5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8119;BR;1942;x;lit;sil;éclat cortical;;;3;base;;;;;;F5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8120;BR;1943;x;lit;sil;flanc de nucléus;;;3;base;;;;;;F5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8121;BR;1944;x;lit;sil;flanc de nucléus;;;3;base;;;;;;F5;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8122;BR;2283;x;lit;sil;éclat;;;3;base;;;;;;F5;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8123;BR;514;x;lit;sil;éclat cortical;;;3;base;;;;;;F8;21.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8124;BR;1566;x;lit;sil;lamelle;;;3;base;;;;;;F6;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8125;BR;1566;x;lit;sil;éclat;;;3;base;;;;;;F6;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8126;BR;2285;x;lit;sil;éclat cortical à encoche retouchée;;;3;base;;;;;;F7;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8127;BR;2285;x;lit;sil;éclat cortical;;;3;base;;;;;;F7;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8128;BR;2285;x;lit;sil;esquille;;;3;base;;;;;;F7;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8129;BR;2386;x;lit;sil;nucléus ?;;;3;base;;;;;;F7;20.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8130;BR;3744;x;lit;sil;éclat;;;2.3;;;;;;;C11;27.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8132;BR;2165;x;lit;sil;éclat;;;3;base;;;;;;G2;11.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8133;BR;2166;x;lit;sil;lamelle à encoche;;;3;milieu;;;;;;G2;11.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8134;BR;189;x;lit;sil;écalt cortical;;;3;base;;;;;;G3;9.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8135;BR;190;x;lit;sil;flanc de nucléus;;;3;milieu;;;;;;G3;9.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8136;BR;191;x;lit;sil;éclat;;;3;milieu;;;;;;G3;9.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8137;BR;192;x;lit;sil;éclat cortical;;;3;sommet;;;;;;G3;9.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8138;BR;2129;x;lit;sil;pièce esquillée;;;3;base;;;;;;G3;11.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8139;BR;2130;x;lit;sil;éclat cortical;;;3;milieu;;;;;;G3;11.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8140;BR;2037;x;lit;sil;nucléus;;;3;base;;;;;;G4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8141;BR;2037;x;lit;sil;lamellle;;;3;base;;;;;;G4;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8142;BR;76;x;lit;sil;flanc de nucléus;;;3;base;;;;;;G5;9.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8143;BR;2264;x;lit;sil;nucléus;;;3;base;;;;;;G5;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8144;BR;1930;x;lit;sil;éclat lamélaire;;;3;base;;;;;;G6;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8145;BR;2246;x;lit;sil;grattoir unguiforme;;;3;base;;;;;;G6;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8146;BR;49;x;lit;sil;lame corticale à encoche;;;3;milieu;;;;;;G9;8.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8147;BR;643;x;lit;sil;lamelle à encoche (burin?);;;3;sommet;;;;;;G9;22.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8148;BR;61;x;lit;sil;nucléus;;;3;base;;;;;;G10;8.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8149;BR;61;x;lit;sil;éclat;;;;;;;;;;;;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8150;BR;62;x;lit;sil;lamelle corticale;;;3;sommet;;;;;;G10;8.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8151;BR;647;x;lit;sil;rognon ?;;;3;sommet;;;;;;G10;22.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8152;BR;647;x;lit;sil;rognon ?;;;3;sommet;;;;;;G10;22.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8153;BR;648;x;lit;sil;éclat;;;3;base;;;;;;G10;22.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8154;BR;1296;x;lit;sil;éclat cortical (grattoir unguiforme?);;;2;base;;;;16;mach;G10;25.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8155;BR;1656;x;lit;sil;éclat;;;3;base;;;;;;H3;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8156;BR;1656;x;lit;sil;éclat cortical;;;3;base;;;;;;H3;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8157;BR;1038;x;lit;sil;trapèze ;;;3;base;;;;;;H6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8158;BR;1038;x;lit;sil;éclat;;;3;base;;;;;;H6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8159;BR;1038;x;lit;sil;éclat;;;3;base;;;;;;H6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8160;BR;1038;x;lit;sil;éclat;;;3;base;;;;;;H6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8161;BR;1038;x;lit;sil;éclat cortical;;;3;base;;;;;;H6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8162;BR;1038;x;lit;sil;esquille;;;3;base;;;;;;H6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8163;BR;2319;x;lit;sil;nucléus esquillé;;;3;base;;;;;;H7;18.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8164;BR;2318;x;lit;sil;couteau à dos sur lame corticale;;;3;base;;;;;;H7;18.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8165;BR;856;x;lit;sil;nucléus;;;3;sommet;;;;;;H9;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8166;BR;1334;x;lit;sil;éclat cortical ;;;2 / 3;sommet;;;;16;mach;H10;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8167;BR;2413;x;lit;sil;lamelle;;;4;;;;;;;J / H 2;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8168;BR;1820;x;lit;sil;lame corticale;;;3;base;;;;;mach;J3;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8169;BR;1820;x;lit;sil;lamelle;;;3;base;;;;;mach;J3;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8170;BR;1843;x;lit;sil;nucléus esquillée;;;3;sommet;;;;;mach;J3;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8171;BR;1844;x;lit;sil;pointe à tronquature cassée;;;3;milieu;;;;;mach;J3;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8172;BR;1845;x;lit;sil;éclat;;;3;milieu;;;;;mach;J3;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8173;BR;2191;x;lit;sil;lamelle   ;;;3;base;;;;;;J3;11.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8174;BR;1260;x;lit;sil;éclat cortical;;;3;base;;;;;;J4;30.05;;;;;;;;;;lm 2014;;;;
