N°_dépôt;N°_caisse;Localité;Année;N°_cantonal;Lieu-dit;N°_terrain;Récolement_LM_2021;Matière;Caractéristique;Description_de_l'objet;Ramassage_surface;Déblais;N°_couche;Situation;Altitude;Loc_Nord;Loc_Sud;N°_structure;N°_décapage;UF;Date_découverte;Période_culturelle;Datation;Année_de_restauration;Etat_de_conservation;N°_Photos_DE;Fiche_ITMS_oui;Fiche_ITMS_non;Publication;Dessin_(+_échelle);Inventorier_le,_par_Nom_/_date;Envoi_MR;Remarque_restauration;Retour_MR;Remarque
Spira;33;CHE;2012;8175;BR;890;x;lit;sil;racloir concave;;;3;base;;;;;;J6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8176;BR;890;x;lit;sil;lame à encoche tronquaturée;;;3;base;;;;;;J6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8177;BR;890;x;lit;sil;lame à tronquature;;;3;base;;;;;;J6;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8178;BR;569;x;lit;sil;fragment lamelle;;;3;-;;;;;;J9;16.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8179;BR;2422;x;lit;sil;pointe retouchée ?;;;3;base;;;;;;K2;25.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8180;BR;2255;x;lit;sil;éclat retouché ?;;;3;base;;;;;;L3;13.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8181;BR;2423;x;lit;sil;éclat;;;3;sommet;;;;;;L3;26.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8182;BR;2423;x;lit;sil;fragment lame;;;3;sommet;;;;;;L3;26.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8183;BR;1364;x;lit;sil;grattoir ?;;;3;base;;;;;;L4;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8184;BR;1100;x;lit;sil;nucléus  ;;;3;base;;;;;;L5;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8185;BR;1100;x;lit;sil;grattoir en bout de lame ?;;;3;base;;;;;;L5;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8186;BR;922;x;lit;sil;fragment lamelle;;;3;-;;;;;;L6;22.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8187;BR;2354;x;lit;sil;nucléus cortical;;;3;base;;;;;;L7;18.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8188;BR;588;x;lit;sil;éclat cortical;;;3;-;;;;;;L9;16.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8189;BR;274;x;lit;sil;nucléus;;;3;vrac;;;;;;L10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8190;BR;274;x;lit;sil;trapèze ?;;;3;vrac;;;;;;L10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8191;BR;2228;x;lit;sil;fragment lame corticale;;;3;base;;;;;;M3;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8192;BR;2228;x;lit;sil;fragment lame ?;;;3;base;;;;;;M3;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8193;BR;1113;x;lit;sil;éclat cortical;;;3;base;;;;;;M5;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8194;BR;1113;x;lit;sil;lamelle;;;3;base;;;;;;M5;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8195;BR;2360;x;lit;sil;écalt retouché (grattoir ?);;;3;base;;;;;;M7;19.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8196;BR;2371;x;lit;sil;pointe de flèche à ailette, bord denticulé;;;3;base;;;;;;N6;19.06;;Neo-F;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8197;BR;2926;x;lit;sil;racloir mésol. ?;;;3;;;;;;;P2;03.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8198;BR;2840;x;lit;sil;éclat retouché ?;;;3;base;;;;;;V7;30.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8199;BR;2841;x;lit;sil;éclat;;;3;base;;;;;;V7;30.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8200;BR;2841;x;lit;sil;éclat;;;3;base;;;;;;V7;30.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8201;BR;2841;x;lit;sil;fragment lamelle retouché;;;3;base;;;;;;V7;30.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8202;BR;2842;x;lit;sil;lame retouchée;;;3;;;;;;;V7;31.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8203;BR;2843;x;lit;sil;éclat retouché ?;;;4;sommet;;;;;;V7;31.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8204;BR;2844;x;lit;sil;nucléus cortical esquillé;;;4;sommet;;;;;;V7;31.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8205;BR;2845;x;lit;sil;micro éclat;;;4;sommet;;;;;;V7;31.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8206;BR;2846;x;lit;sil;micro éclat;;;4;sommet;;;;;;V7;31.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8207;BR;2847;x;lit;sil;éclat cortical retouché?;;;2.4 / 3;;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8208;BR;2848;x;lit;sil;fragment de lame;;;2.4 / 3;;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8209;BR;2849;x;lit;sil;éclat cortical  ;;;2.4 / 3;;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8210;BR;2850;x;lit;sil;nucléus;;;3;;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8211;BR;2851;x;lit;sil;pointe corticale à tronquature;;;3;;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8212;BR;2852;x;lit;sil;éclat;;;3;;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8213;BR;2853;x;lit;sil;éclat;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8214;BR;2854;x;lit;sil;lame à encoches;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8215;BR;2856;x;lit;sil;nucléus cortical ;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8216;BR;2855;x;lit;sil;grattoir cortical ;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8217;BR;2857;x;lit;sil;nucléus cortical;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8218;BR;2858;x;lit;sil;chaille;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8219;BR;2859;x;lit;sil;éclat;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8220;BR;2860;x;lit;sil;esquille;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8221;BR;2861;x;lit;sil;esquille;;;3;base;;;;;;W7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8222;BR;2862;x;lit;sil;éclat;;;4;;;;;;;W7;30.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8223;BR;2862;x;lit;sil;éclat;;;4;;;;;;;W7;30.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8224;BR;2862;x;lit;sil;éclat;;;4;;;;;;;W7;30.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8225;BR;2862;x;lit;sil;lamelle;;;4;;;;;;;W7;30.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8226;BR;2863;x;lit;sil;grattoir en bout de lame;;;4;sommet;;;;;;W8;24.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8227;BR;2864;x;lit;sil;pointe  ;;;3;base;;;;;;W8;24.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8228;BR;2864;x;lit;sil;éclat cortical;;;3;base;;;;;;W8;24.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8229;BR;3521;x;lit;sil;éclat cortical ;;;4;sommet;;;;;;W8;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8230;BR;3545;x;lit;sil;éclat  ;;;4;sommet;;;;;;W9;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8231;BR;3545;x;lit;sil;fragment lamelle;;;4;sommet;;;;;;W9;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8232;BR;3545;x;lit;sil;fragment lame  ;;;4;sommet;;;;;;W9;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8233;BR;3545;x;lit;sil;fragment lamelle;;;4;sommet;;;;;;W9;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8234;BR;3546;x;lit;sil;lame retouchée à encoche§;;;4;sommet;;;;;;W9;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8235;BR;2865;x;lit;sil;éclat cortical;;;3;base;;;;;;X7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8236;BR;2865;x;lit;sil;fragment lame ;;;3;base;;;;;;X7;29.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8237;BR;2866;x;lit;sil;éclat cortical;;;3;;;;;;;X7;28.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8238;BR;2866;x;lit;sil;éclat cortical;;;3;;;;;;;X7;28.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8239;BR;2868;x;lit;sil;éclat;;;2.4 / 3;;;;;;;X7;28.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8240;BR;3454;x;lit;sil;éclat à encoche;;;3;sommet;;;;;;X7;20.09;;;;;;;;;;;;;;
Spira;33;CHE;2012;8241;BR;3454;x;lit;sil;éclat;;;3;sommet;;;;;;X7;20.09;;;;;;;;;;;;;;
Spira;33;CHE;2012;8242;BR;3458;x;lit;sil;couteau à dos;;;3;base;;;;;;X7;24.09;;;;;;;;;;;;;;
Spira;33;CHE;2012;8243;BR;3459;x;lit;sil;éclat;;;3;base;;;;;;X7;25.09;;;;;;;;;;;;;;
Spira;33;CHE;2012;8244;BR;3460;x;lit;sil;éclat cortical à encoche;;;4;sommet;;;;;;X7;27.09;;;;;;;;;;;;;;
Spira;33;CHE;2012;8245;BR;3539;x;lit;sil;nucléus;;;4;sommet;;;;;;X7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8246;BR;3539;x;lit;sil;nucléus;;;4;sommet;;;;;;X7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8247;BR;3539;x;lit;sil;lame corticale;;;4;sommet;;;;;;X7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8248;BR;3539;x;lit;sil;fragment de lame;;;4;sommet;;;;;;X7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8249;BR;3539;x;lit;sil;éclat;;;4;sommet;;;;;;X7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8250;BR;3540;x;lit;sil;nucléus;;;4;;;;;;;X7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8251;BR;3541;x;lit;sil;grattoir;;;4;;;;;;;Y7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8252;BR;3541;x;lit;sil;triange;;;4;;;;;;;Y7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8253;BR;3541;x;lit;sil;trapèze;;;4;;;;;;;Y7;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8254;BR;2867;x;lit;sil;lame;;;3;base;;;;;;X8;24.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8255;BR;2869;x;lit;sil;nucléus esquillé;;;4;sommet;;;;;;X8;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8256;BR;3479;x;lit;sil;éclat cortical;;;3;;;;;;;X8;02.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8257;BR;3479;x;lit;sil;éclat cortical;;;3;;;;;;;X8;02.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8258;BR;3479;x;lit;sil;fragment de lamelle;;;3;;;;;;;X8;02.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8259;BR;3479;x;lit;sil;esquille;;;3;;;;;;;X8;02.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8260;BR;2870;x;lit;sil;éclat cortical;;;4;sommet;;;;;;X9;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8261;BR;3543;x;lit;sil;lamelle;;;4;sommet;;;;;;X9;23.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8262;BR;2780;x;lit;sil;éclat cortical;;;4;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8263;BR;3707;x;lit;sil;éclat;;;3;sommet;;;;;;Y6;14.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8264;BR;2871;x;lit;sil;éclat cortical;;;2.4 / 3;;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8265;BR;2871;x;lit;sil;éclat (chaille?);;;2.4 / 3;;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8266;BR;2872;x;lit;sil;éclat cortical;;;3;;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8267;BR;2872;x;lit;sil;écalt cortical;;;3;;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8268;BR;2872;x;lit;sil;lamelle à encoches;;;3;;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8269;BR;2873;x;lit;sil;lame corticale;;;3;base;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8270;BR;2873;x;lit;sil;lamelle corticale;;;3;base;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8271;BR;2873;x;lit;sil;éclat cortical;;;3;base;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8272;BR;2873;x;lit;sil;grattoir en bout de lame;;;3;base;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8273;BR;2873;x;lit;sil;fragment de lamelle;;;3;base;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8274;BR;2874;x;lit;sil;nucléus cortical;;;3;base;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8275;BR;2875;x;lit;sil;lamelle;;;4;;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8276;BR;2875;x;lit;sil;lamelle;;;4;;;;;;;Y7;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8277;BR;3502;x;lit;sil;éclat;;;3;base;;;;;;YX7;13.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8278;BR;3502;x;lit;sil;éclat  à encoche;;;3;base;;;;;;YX7;13.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8279;BR;3502;x;lit;sil;pointe à tronquature oblique;;;3;base;;;;;;YX7;13.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8280;BR;3503;x;lit;sil;éclat cortical;;;4 ;sommet;;;;;;Y7;13.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8281;BR;3530;x;lit;sil;chaille;;;3;;;;;;;Y7;24.10;;;;;;;;;;;;;;
Spira;33;CHE;2012;8282;BR;3531;x;lit;sil;éclat;;;3;;;;;;;Y7;24.10;;;;;;;;;;;;;;
Spira;33;CHE;2012;8283;BR;3531;x;lit;sil;éclat;;;3;;;;;;;Y7;24.10;;;;;;;;;;;;;;
Spira;33;CHE;2012;8284;BR;3531;x;lit;sil;esquille;;;3;;;;;;;Y7;24.10;;;;;;;;;;;;;;
Spira;33;CHE;2012;8285;BR;3531;x;lit;sil;esquille;;;3;;;;;;;Y7;24.10;;;;;;;;;;;;;;
Spira;33;CHE;2012;8286;BR;2876;x;lit;sil;écalt cortical;;;2.4 / 3;;;;;;;Y8;04.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8287;BR;3472;x;lit;sil;fragment lame cortical;;;3;;;;;;;Y8;28.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8288;BR;3484;x;lit;sil;éclat cortical;;;4;;;;;;;X8;10.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8289;BR;3485;x;lit;sil;éclat burinant;;;3;;;;;;;Y8;10.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8290;BR;3504;x;lit;sil;fragment lame corticale;;;4;sommet;;;;;;Y8;13.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8291;BR;3504;x;lit;sil;fragment lamelle;;;4;sommet;;;;;;Y8;13.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8292;BR;3536;x;lit;sil;éclat;;;3;base;;;;;;Y8;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8293;BR;3536;x;lit;sil;fragment lamelle;;;3;base;;;;;;Y8;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8294;BR;3537;x;lit;sil;lamelle corticale;;;4;sommet;;;;;;Y8;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8295;BR;3537;x;lit;sil;éclat cortical;;;4;sommet;;;;;;Y8;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8296;BR;3537;x;lit;sil;fragment lamelle;;;4;sommet;;;;;;Y8;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8297;BR;3537;x;lit;sil;fragment lame à encoche?;;;4;sommet;;;;;;Y8;24.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8298;BR;2672;x;lit;sil;lamelle;;;3;base;;;;;;Y9;20.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8299;BR;2673;x;lit;sil;éclat cortical ;;;3;;;;;;;Y9;20.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8300;BR;2676;x;lit;sil;éclat cortical;;;4;;;;;;;Y9;20.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8301;BR;3481;x;lit;sil;flanc de nucléus;;;4;sommet;;;;;;Y9;03.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8302;BR;3518;x;lit;sil;éclat ;;;4;;;;;;;Y9;16.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8303;BR;3609;x;lit;sil;nucléus;;;3;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8304;BR;3610;x;lit;sil;éclat cortical;;;3;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8305;BR;3611;x;lit;sil;lame;;;3;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8306;BR;3612;x;lit;sil;éclat;;;3;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8307;BR;3613;x;lit;sil;éclat;;;3;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8308;BR;3613;x;lit;sil;éclat cortical;;;3;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8309;BR;3614;x;lit;sil;lamelle;;;3;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8310;BR;3615;x;lit;sil;lame retouchée;;;3;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8311;BR;3621;x;lit;sil;nucléus;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8312;BR;3622;x;lit;sil;lame corticale;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8313;BR;3623;x;lit;sil;éclat cortical;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8314;BR;2674;x;lit;sil;éclat;;;2.4 / 3;;;;;;;Y9;20.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8315;BR;2675;x;lit;sil;éclat  ;;;4;sommet;;;;;;Y9;20.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8316;BR;3624;x;lit;sil;lame corticale;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8317;BR;3625;x;lit;sil;pointe à tronquature ou trapèze?;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8318;BR;3626;x;lit;sil;grattoir cortical;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8319;BR;3627;x;lit;sil;éclat cortical;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8320;BR;3628;x;lit;sil;lamelle tronquée;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8321;BR;3629;x;lit;sil;fragment lamelle;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8322;BR;3629;x;lit;sil;éclat;;;3;base;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8323;BR;3636;x;lit;sil;éclat cortical;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8324;BR;3637;x;lit;sil;éclat cortical;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8325;BR;3638;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8326;BR;3639;x;lit;sil;lame corticale;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8327;BR;3640;x;lit;sil;fragment lamelle;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8328;BR;3641;x;lit;sil;éclat cortical;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8329;BR;3642;x;lit;sil;fragment lamelle;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8330;BR;3643;x;lit;sil;éclat cortical;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8331;BR;3644;x;lit;sil;lamelle;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8332;BR;2659;x;lit;sil;éclat cortical;;;4;;;;;;;Y10;17.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8333;BR;2660;x;lit;sil;éclat cortical;;;4;;;;;;;Y10;17.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8334;BR;2660;x;lit;sil;éclat cortical;;;4;;;;;;;Y10;17.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8335;BR;2660;x;lit;sil;esquille;;;4;;;;;;;Y10;17.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8336;BR;2661;x;lit;sil;lamelle;;;4;;;;;;;Y10;17.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8337;BR;2662;x;lit;sil;éclat;;;4;;;;;;;Y10;17.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8338;BR;2763;x;lit;sil;nucléus;;;4;;;;;;;Y10;20.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8339;BR;2763;x;lit;sil;esquille;;;4;;;;;;;Y10;;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8340;BR;2764;x;lit;sil;éclat;;;4;;;;;;;Y10;20.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8341;BR;2598;x;lit;sil;nucléus;;;4;;;;;;;Y11;16.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8342;BR;2599;x;lit;sil;nucléus esquillée;;;4;;;;;;;Y11;16.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8343;BR;2600;x;lit;sil;éclat cortical;;;4;;;;;;;Y11;16.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8344;BR;2600;x;lit;sil;éclat retouché ?;;;4;;;;;;;Y11;;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8345;BR;2600;x;lit;sil;éclat;;;4;;;;;;;Y11;;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8346;BR;2600;x;lit;sil;lamelle;;;4;;;;;;;Y11;;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8347;BR;2601;x;lit;sil;flanc de nucléus;;;3;;;;;;;Y11;16.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8348;BR;2601;x;lit;sil;éclat;;;3;;;;;;;Y11;;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8349;BR;3582;x;lit;sil;éclat cortical;;;3;base;;;;;;YZ6-7;06.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8350;BR;3584;x;lit;sil;nucléus;;;4;sommet;;;;;;YZ6-7;06.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8351;BR;3585;x;lit;sil;chaille;;;4;sommet;;;;;;YZ6-7;06.11;;;;;;;;;;lm 2014;;;;
