N°_dépôt;N°_caisse;Localité;Année;N°_cantonal;Lieu-dit;N°_terrain;Récolement_LM_2021;Matière;Caractéristique;Description_de_l'objet;Ramassage_surface;Déblais;N°_couche;Situation;Altitude;Loc_Nord;Loc_Sud;N°_structure;N°_décapage;UF;Date_découverte;Période_culturelle;Datation;Année_de_restauration;Etat_de_conservation;N°_Photos_DE;Fiche_ITMS_oui;Fiche_ITMS_non;Publication;Dessin_(+_échelle);Inventorier_le,_par_Nom_/_date;Envoi_MR;Remarque_restauration;Retour_MR;Remarque
Spira;33;CHE;2012;10355;BR;373;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10356;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10357;BR;430;x;lit;sil;nucléus;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10358;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10359;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10360;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10361;BR;430;x;lit;sil;lame;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10362;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10363;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10364;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10365;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10366;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10367;BR;430;x;lit;sil;lame;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10368;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10369;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10370;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10371;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10372;BR;430;x;lit;sil;vrac esquilles;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10379;BR;429;x;lit;sil;éclat;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10380;BR;429;x;lit;sil;éclat;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10381;BR;429;x;lit;sil;éclat cortical;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10382;BR;?;x;lit;sil;éclat;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10383;BR;?;x;lit;sil;esquille;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10384;BR;16;x;lit;sil;éclat cortical;;;;1/4 NE;;;;5;0;;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10385;BR;359;x;lit;sil;éclat;;;3;base;;;;;;C4;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10386;BR;359;x;lit;sil;éclat;;;3;base;;;;;;C4;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10387;BR;359;x;lit;sil;éclat cortical;;;3;base;;;;;;C4;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10388;BR;360;x;lit;sil;petit éclat;;;3;base;;;;;;C4;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10389;BR;1194;x;lit;sil;lame  ;;;3;base;;;;;;C10;30.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10390;BR;?;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10391;BR;?;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10392;BR;?;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10393;BR;?;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10394;BR;?;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10395;BR;?;x;lit;sil;lame;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10396;BR;?;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10397;BR;?;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10398;BR;?;x;lit;sil;éclat;;;4.2;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10399;BR;?;x;lit;sil;petit éclat;;;4.1;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10451;BR;2136;x;lit;sil;éclat;;;3;milieu;;;;;;G2;11.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10453;BR;2387;x;lit;sil;éclat;;;3;base;;;;;;F7;20.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10460;BR;3603;x;lit;sil;éclat;;;3;;;;;;1;Z9;05.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10461;BR;3603;x;lit;sil;lame;;;3;;;;;;1;Z9;05.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10462;BR;3603;x;lit;sil;fgt;;;3;;;;;;1;Z9;05.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10463;BR;3603;x;lit;sil;lame;;;3;;;;;;1;Z9;05.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10464;BR;3646;x;lit;sil;éclat;;X;;au nord des bassins;;;;;;;05.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10465;BR;3646;x;lit;sil;pointe ;;X;;au nord des bassins;;;;;;;05.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10466;BR;3741;x;lit;sil;éclat;;;2.3 / 2.4;tranchée viabilisation NW ;;;;;;;23.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10624;BR;11;x;lit;sil; éclat;;;R1;;;;;262;1;Y8;03.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10625;BR;11;x;lit;sil; éclat;;;R1;;;;;262;1;Y8;03.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10626;BR;15;x;lit;sil;esquille;;;4.1;proximité W ;;;;276;;Y6;16.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10627;BR;?;x;lit;sil;esquille;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10628;BR;473;x;lit;sil;éclat;;;3;base;;;;;;B8;16.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10629;BR;360;x;lit;sil;petit éclat;;;3;base;;;;;;C4;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10630;BR;360;x;lit;sil;petit éclat;;;3;base;;;;;;C4;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10631;BR;372;x;lit;sil;fragement;;;3;milieu;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10632;BR;372;x;lit;sil;éclat;;;3;milieu;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10633;BR;373;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10634;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10635;BR;374;x;lit;sil;esquille;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10636;BR;374;x;lit;sil;esquille;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10637;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10638;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10639;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10640;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10641;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10642;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10643;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10644;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10645;BR;?;x;lit;sil;petit éclat;;;4.1;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10646;BR;?;x;lit;sil;petit éclat;;;4.1;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10647;BR;?;x;lit;sil;petit éclat;;;4.1;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10648;BR;?;x;lit;sil;petit éclat;;;4.1;;;;;;;Y9;07.11;;;;;;;;;;lm 2014;;;;
Spira;6;CHE;2013;1815;BR;3790;x;lit;silex;éclat;;;3;base;;;;;;A11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1816;BR;3790;x;lit;silex;éclat;;;3;base;;;;;;A11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1817;BR;3790;x;lit;silex;éclat;;;3;base;;;;;;A11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1818;BR;3791;x;lit;silex;lamelle;;;4;sommet;;;;;;A11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1819;BR;3791;x;lit;silex;éclat;;;4;sommet;;;;;;A11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1820;BR;3791;x;lit;silex;éclat;;;4;sommet;;;;;;A11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1821;BR;3791;x;lit;silex;éclat;;;4;sommet;;;;;;A11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1822;BR;3834;x;lit;silex;fragmen lame;;;3;base;;;;;;A11;13.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1823;BR;3935;x;lit;silex;éclat cortical;;;4;;;;;;;A11;17.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1824;BR;3968;x;lit;silex;nucléus;;;4;sommet;;;;;;A11;03.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1825;BR;3968;x;lit;silex;éclat;;;;;;;;;;A11;03.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1826;BR;4003;x;lit;silex;lamelle retouchée ?;;;4;SL ? St 334;;;;;;A11;22.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1827;BR;4053;x;lit;silex;fragment lame;;;?;?;;;;;;A11;04.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1828;BR;4054;x;lit;silex;éclat (pointe);;;4;proxmité st 357;;;;;;A11;10.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1829;BR;3;x;lit;silex;frgt;;;4;sommet, proxitmité st 327;;;;;;A11;17.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1830;BR;4;x;lit;silex;éclat lamellaire  ;;;;;;;;328;;A11;17.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1831;BR;4;x;lit;silex;fragment lamelle;;;;;;;;328;;A11;17.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1832;BR;4;x;lit;silex;éclat cortical ?;;;;;;;;328;;A11;17.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1833;BR;7;x;lit;silex;éclat cortical;;;;;;;;344;vidange N-E;A11;29.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1834;BR;3775;x;lit;silex;nucléus;;;4;;;;;;;B11;17.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1835;BR;3793;x;lit;silex;lame;;;4;sommet;;;;;;B11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1836;BR;3793;x;lit;silex;lamelle;;;4;sommet;;;;;;B11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1837;BR;3793;x;lit;silex;fragment lamelle;;;4;sommet;;;;;;B11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1838;BR;3793;x;lit;silex;éclat cortical;;;4;sommet;;;;;;B11;14.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1839;BR;3849;x;lit;silex;éclat;;;4;;;;;;;B11;13.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1840;BR;3849;x;lit;silex;éclat cortical;;;4;;;;;;;B11;13.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1841;BR;3964;x;lit;silex;triangle scalène;;;4;proximité st 354;;;;;;B11;29.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1842;BR;3982;x;lit;silex;nucléus;;;4;;;;;;;B11;04.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1843;BR;3982;x;lit;silex;éclat cortical;;;4;;;;;;;B11;04.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1844;BR;3982;x;lit;silex;lame corticale;;;4;;;;;;;B11;04.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1845;BR;3982;x;lit;silex;éclat/fragment lame corticale;;;4;;;;;;;B11;04.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1846;BR;3982;x;lit;silex;éclat retouché;;;4;;;;;;;B11;04.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1847;BR;4055;x;lit;silex;lame  ;;;4;;;;;;;B11;24.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1848;BR;5;x;lit;silex;lamelle corticale;;;4;sommet, entre st 305 / 306;;;;305;;B11;11.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1849;BR;3;x;lit;silex;éclat ;;;;;;;;345;;B11;29.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1850;BR;3799;x;lit;silex;fragment lame corticale;;;4;sommet;;;;;;C11;13.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1851;BR;3799;x;lit;silex;nucléus;;;4;sommet;;;;;;C11;13.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1852;BR;4020;x;lit;silex;fragment lame retouchée;;;4;;;;;;;C11;18.06;;;;;;;;;;;;;;
Spira;6;CHE;2013;1853;BR;4056;x;lit;silex;éclat cortical retouché ?;;;4;sous st 360;;;;;;C11;20.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1854;BR;3936;x;lit;silex;éclat ;;;3;;;;;;;D11;23.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1855;BR;4060;x;lit;silex;esquille ;;;4;sommet, proximité st 372;;;;;;D11;17.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1856;BR;4214;x;lit;silex;éclat cortical (feu?);;;2;sur st 382;;;;;;E26;14.08;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1857;BR;4220?;x;lit;silex;éclat cortical (feu?);;;4;sommet;;;;;;E26;20.08;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1858;BR;3882;x;lit;silex;grattoir;;;3;;;;;;;F11;09.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1859;BR;3882;x;lit;silex;éclat cortical;;;3;;;;;;;F11;09.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1860;BR;3882;x;lit;silex;lamelle;;;3;;;;;;;F11;09.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1861;BR;4164;x;lit;silex;éclat;;;2.2;proximité st 382;;;;;;F20;17.07;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1862;BR;2;x;lit;silex;éclat cortical;;;;R II;;;;411;vidange;F25-26;28.08;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1863;BR;4248;x;lit;silex;éclat ou nucléus;;X;;;;;;;;F26;02.09;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1864;BR;4230;x;lit;silex;éclat;;;3 ;base proximité sud st 315;;;;;;G11;29.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1865;BR;52;x;lit;silex;éclat cortical ;;;;milieu 1/2 nord;;;;315,2;;G11;08.08;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1866;BR;4100;x;lit;silex;éclat retouché ?;;;2.4;proximité st 321;;;;;;H11;11.07;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1867;BR;12;x;lit;silex;éclat (feu?);;;;R III;;;;320;2;H11;18.07;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1868;BR;1;x;lit;silex;grattoir ?;;;;R II;;;;387;;H21;30.07;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1869;BR;1;x;lit;silex;pointe;;;;R II;;;;387;;H21;30.07;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1870;BR;3899;x;lit;silex;éclat;;;3;;;;;;;J11;08.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1871;BR;4195;x;lit;silex;éclat cortical;;X;;;;;;;;J20;29.07;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1872;BR;6;x;lit;silex;éclat cortical;;;;R II;;;;396;;J24;09.08;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1873;BR;1;x;lit;silex;éclat;;;;;;;;410;0;J25;20.08;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1874;BR;3919;x;lit;silex;éclat cortical;;;2-3;;;;;;;L11;22.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1875;BR;4;x;lit;silex;éclat cortical;;;;R I;;;;310;0;N / O 9;16.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1876;BR;11;x;lit;silex;nucléus;;;;;;;;310;1 est;N / O 9;23.04;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1877;BR;4002;x;lit;silex;1 lamelle;;X;;proximité sd 12;;;;;;;20.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1878;BR;4010;x;lit;silex;fragment lame / lamelle;;;2.2;sd 12 côté est, cpe nord-sud ;;;;;;;11.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1879;BR;2;x;lit;silex;éclat;;;;sd 21;;;;363;vidange W fond;;14.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1880;BR;3952;x;lit;silex;éclat;;;2.4;sd 22;;;;;;;23.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1881;BR;3977;x;lit;silex;nucléus?;;;3;base sd 22;;;;;;;04.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1883;BR;1;x;lit;silex;petit grattoir ?;;;;sd 23;;;;379;0;;23.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1884;BR;4038;x;lit;silex;fragment de lame retouchée;;;2.4 - 3;sd 23;;;;;;;23.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1885;BR;4039;x;lit;silex;nucléus;;;4;sd 23;;;;;;;20.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1886;BR;4039;x;lit;silex;éclat cortical;;;4;sd 23;;;;;;;20.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1887;BR;4051;x;lit;silex;nucléus;;;4;sd 24;;;;;;;21.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1888;BR;4071;x;lit;silex;fragment lamelle;;;2;sd 24;;;;;;;27.06;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1889;BR;3833;x;lit;silex;fragment lame;;X;;terrasse nord-ouest;;;;;;;02.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1890;BR;115;x;lit;silex;petit rognon;;;;m14;;;;257;0;B11;21.02;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1891;BR;137;x;lit;silex;éclat retouché;;;;m14;;;;257;0;B11;27.02;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1892;BR;151;x;lit;silex;éclat cortical;;;;m19;;;;257;1;B11;04.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1893;BR;159;x;lit;silex;racloir;;;;m11;;;;257;1;B11;04.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1894;BR;165;x;lit;silex;couteau à dos;;;;m10;;;;257;1;B11;04.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1895;BR;165;x;lit;silex;éclat;;;;m10;;;;257;1;B11;04.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1896;BR;174;x;lit;silex;éclat;;;;m9;;;;257;1;B11;04.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1897;BR;177;x;lit;silex;pièce à encoche ?;;;;m18;;;;257;1;B11;04.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1898;BR;185;x;lit;silex;éclat cortical;;;;m22;;;;257;1;B11;05.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1899;BR;190;x;lit;silex;éclat cortical;;;;m13 ;;;;257;1;B11;05.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1900;BR;190;x;lit;silex;éclat;;;;m13 ;;;;257;1;B11;05.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1901;BR;190;x;lit;silex;éclat;;;;m13 ;;;;257;1;B11;05.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1902;BR;203;x;lit;silex;éclat;;;;m17 sud;;;;257;1;B11;05.03;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1903;BR;120;x;lit;silex;éclat;;;;m11;;;;289;1;C11;29.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1904;BR;123;x;lit;silex;éclat;;;;m12;;;;289;1;C11;29.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1905;BR;123;x;lit;silex;esquille;;;;m12;;;;289;1;C11;29.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1906;BR;142;x;lit;silex;éclat cortical;;;;m3;;;;289;1;C11;31.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1907;BR;142;x;lit;silex;fragment lamelle;;;;m3;;;;289;1;C11;31.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1908;BR;14;x;lit;silex;éclat cortical;;;;;;;;294;;A11;29.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1909;BR;12;x;lit;silex;éclat;;;;;;;;297;vidange nord;A11;29.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1910;BR;4;x;lit;silex;fragment lame;;;;;;;;298;;A10;16.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1911;BR;9;x;lit;silex;éclat;;;3;;;;;298;;A11;17.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1912;BR;9;x;lit;silex;éclat;;;3;;;;;298;;A11;17.01;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1913;BR;2;x;lit;silex;lame corticale;;;2.4 ?;;;;;412;0;F26;26.08;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;1914;BR;3;x;lit;silex;éclat cortical;;;4 ;sommet, proximité st 330;;;;;;A11;16.05;;;;;;;;;;lm 2014-15;;;;
Spira;6;CHE;2013;2236;BR;1;x;lit ;silex;éclat petit;;;;;;;;412;0;F25;26.08;;;;;;;;;;lm 2014-15;;;;
;;CHE;2013;M;BR;6;;lit ;silex;1 tout petit petit éclat;;;;;;;;284;1;A11;16.01;;;;;;;;;;;;;;manque au 05.01.15 LM UB
